key	en	official_zh	revised_zh
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.058	The wet line is your own name, entered fair in the Guild's own ruling, with the date left blank. You copy nothing, and you walk on the wiser: what stands undated stands unfinished.	未干的一行是你的名字，工整写在公会式格线中，日期却空着。你没有抄录，继续走去，知道未填日期的记录还未完成。	未干的一行是你的名字，工整写在公会式格线中，日期却空着。你什么也没抄，却长了见识：未填日期的，便是尚未了结。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.083	The chest is sound Guild oak and the mooring ladder is rot, and the climb defeats the load. You leave the provisions sealed under the thwart, and the flood may have the paperwork.	箱子是结实的公会橡木，泊位梯子却已经腐烂，扛着它爬不上去。你将补给原封留在横座下，连箱中的单据也一并留下。	箱子是结实的公会橡木，泊位梯子却已经腐烂，扛着它爬不上去。你将补给原封留在横座下，这笔文书就交给洪水去办。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.095	You give the offer the silence it was measured for and climb on. Below you the voice laughs once, low and without anger, in the manner of one who has heard that answer before and outlived everyone who made it.	你以沉默回应这份量好了分寸的提议，继续向下爬。下方传来一声低笑，没有怒气，像是它早听过这种答复，也活过了所有这样作答的人。	这份提议本就量着沉默开出，你便以沉默相还，继续向下爬。下方传来一声低笑，没有怒气，像是它早听过这种答复，也活过了所有这样作答的人。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.122	The Guildmaster's letter	公会会长的信	公会长的信
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.123	A Guild runner finds you upon the hoard itself, breathing hard, with a letter under the Guildmaster's own seal. Item: the wyrm's fall is entered, and the Guild's congratulations are recorded in the minutes. Item: Old Snik's trophy wall has been taken down and the tags sent home to the families; the empty nail was cut for Brother Aldous, fourth bearer of tag No. 41, who is entered in the rolls as living, by his own hand, in a side-cell above. Item: the survey reports an elder stair beneath the hoard, held shut these long years by the wyrm's own weight, with goblin sign upon it going down. The Guild has entered the descent as Arc II: The Riven Obelisk, and the first chapter's terms are enclosed.	公会信使在宝藏上找到你，喘着粗气，递上一封盖着会长私印的信。第一项：巨龙之死已登记，公会的祝贺已记入会议录。第二项：老斯尼克的战利品墙已拆，身份牌已送回家属；空钉原为奥尔德斯修士预备，他是41号身份牌的第四位佩戴者，目前活在上方侧室，已亲笔登记。第三项：勘测队在宝藏下发现更古老的楼梯，多年来被巨龙自身的重量压住，上面有地精向下的踪迹。公会已将这段下行定为第二篇章「破裂的方尖碑」，随信附上首章条款。	公会信使在宝藏上找到你，喘着粗气，递上一封盖着公会长私印的信。第一项：巨龙之死已登记，公会的祝贺已记入会议录。第二项：老斯尼克的战利品墙已拆，身份牌已送回家属；空钉原为奥尔德斯修士预备，他是41号身份牌的第四位佩戴者，已亲笔在名册上登记为在世，现居上方侧室。第三项：勘测队在宝藏下发现更古老的楼梯，多年来被巨龙自身的重量压住，上面有地精向下的踪迹。公会已将这段下行定为第II篇章「破裂方尖碑」，随信附上首章条款。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.125	The terms chart six floors below the hoard, from the Undergate to a field of standing black stone, at about a day of descent all told. The Guild's memorandum upon retirement is enclosed also, and it is warm. The way down stands open, the sword-hook stands ready, and the choice is entered as yours.	条款列出宝藏下六层，从深层之门到遍布黑色立石的原野，合计约一日下行。公会另附退休备忘录，纸仍温热。下行道路敞开，挂剑的钩也已备好，决定权记在你名下。	条款列出宝藏下六层，从深门到遍布黑色立石的原野，合计约一日下行。公会另附退休备忘录，措辞恳切。下行道路敞开，挂剑的钩也已备好，决定权记在你名下。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.128	The script upon the Undergate	深层之门上的文字	深门上的文字
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.129	The Undergate stands open at the stair's foot, its broken seal hung beside it for the assay office. Around the arch runs a script older than the dwarves' oldest reckoning, cut deep and filled with lead. The Guild survey has chalked one line beneath it: text untranslated, door predates warren, proceed on the posted terms.	楼梯尽头的深层之门已打开，破损铅封挂在旁边，留给鉴价所。拱上绕着比矮人最早历法更古老的文字，深刻后填铅。公会勘测队在下方写了一行粉笔：文字未译，门早于巢穴，按已公告条款通行。	楼梯尽头的深门已打开，破损铅封挂在旁边，留给验金所。拱上绕着比矮人最早历法更古老的文字，深刻后填铅。公会勘测队在下方写了一行粉笔：文字未译，门早于巢穴，按已公告条款通行。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.131	You go through under the untranslated arch at a steady pace, as the posted terms advise. Whatever the lead-filled script says, it has said it to every passer for an age, and the passage is wide.	你依公告建议稳步穿过未译的拱门。填铅文字早已向历代过路人陈述了漫长岁月，门下通道仍宽。	你依公告建议稳步穿过未译的拱门。无论那填铅的文字说些什么，它已对每个过路人说了千百年，而门下通道宽敞。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.135	The lead has weathered past reading, and the rubbing shows only chisel-work. The assay office will want it anyway, for the tool-marks.	铅已风化得无法辨字，拓印只显出凿痕。鉴价所仍会要它，以便研究工具留下的痕迹。	铅已风化得无法辨字，拓印只显出凿痕。验金所仍会要它，以便研究工具留下的痕迹。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.139	You copy the broken pillar into your chronicle beside the Undergate's figure. The warren's goblins are hauling the black stone down, by order of somebody, and the hand upon that order is steadier than any goblin's.	你将断柱图形抄进纪事，放在深层之门的图形旁。巢穴地精奉某人的命令，正把黑石往下运；下令那只手，比任何地精都稳。	你将断柱图形抄进纪事，放在深门的图形旁。巢穴地精奉某人的命令，正把黑石往下运；下令那只手，比任何地精都稳。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.155	You leave the crown where the warren has laid it and enter the shrine in your chronicle. A crown with a keeper is intelligence; a crown in your pack is a war.	你将王冠留在巢穴安放之处，把神龛记入纪事。有主保管的王冠能提供情报，装进你的行囊却会招来战争。	你将王冠留在巢穴安放之处，把神龛记入纪事。有人看守的王冠是情报；进了你行囊的王冠，便是一场战争。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.163	You keep the causeway and let the drowned road keep its traffic. Two roads run to the same place, and the dry one is yours.	你继续走堤道，水下运输照常来往。两条路通往同一处，你选的是干燥的一条。	你继续走堤道，任那条沉没的路照旧来往。两条路通往同一处，干的那条归你。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.166	You count the walkers against the road's milestones: bearers in relays, every one laden going down, every one empty-handed coming back. Whatever is below wants the stone faster than the stone can walk.	你借路旁里程石清点行者。他们分段接力，下行个个有负重，回来个个空手。下方索要石头的速度，已经超过徒步搬运所能满足的程度。	你借路旁里程石清点行者。他们分段接力，下行个个有负重，回来个个空手。下方不论是什么，要石头要得比石头走得还快。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.171	You rub the drawing to dust, enter the dream in your chronicle for the Guild's files, and move camp before the next watch. The advice on the tag was bought with somebody's bad night.	你将图画擦成粉末，把梦记入纪事，留给公会档案，并在下次值守前搬离营地。身份牌上的劝告，来自某个会员难熬的一夜。	你将图画擦成粉末，把梦记入纪事，留给公会档案，并在下次值守前搬离营地。身份牌上这条劝告，是拿某人的一个噩夜换来的。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.174	You study the drawing as a surveyor would, and the dream loses its grip in the measuring: the stone stands upon a field of grown rock, and the water beyond it is drawn deeper than any tarn. You know the ground now, and the knowing is yours alone.	你用勘测员的眼光研究图画。测量时，梦的牵引减弱了：立石立在长出的岩石原野上，后方水面画得比任何深潭都深。你如今识得那片地形，这份认识留在自己的掌握中。	你用勘测员的眼光研究图画。测量时，梦的牵引减弱了：立石立在长出的岩石原野上，后方水面画得比任何深潭都深。你如今识得那片地形，而这份认识只属于你一人。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.178	The duergar toll-post at the road's shoulder keeps its rates under glass, amended in a grey clerk's hand: black stone, by the weight, the price trebled and trebled again, delivery below, no questions taken or answered. A standing order at the foot of the board is older than every amendment: the seventh piece commands the seller's own price. Name it.	路肩的灰矮人收费站将费率罩在玻璃下，灰色书记员一再修订：黑石按重计价，价格翻三倍，又翻三倍，送交下方，不接受也不回答提问。布告底部一条长令早于所有修订：第七片由卖者开价，买主照付。	路肩的灰矮人收费站将费率罩在玻璃下，灰色书记员一再修订：黑石按重计价，价格翻三倍，又翻三倍，送交下方，不接受也不回答提问。布告底部有一条常设订单，比所有修订都早：第七片任由卖方开价。请报价。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.180	You copy the board entire for the Guild's files. A market this hungry has a bottom to it, and the bottom is paying whatever is asked; the Guild will want that figure on record before any member meets the buyer.	你将整张布告抄入公会档案。这般急切的收购必有源头，而源头愿付任何开价；在会员遇上买主之前，公会会需要这些数字。	你将整张布告抄入公会档案。这般饥渴的行情必有个底，而底下的买主开价多少付多少；在任何会员见到买主之前，公会要把那个数目登记在案。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.184	The toll-clerk reads your hands, rules you no carrier, and returns to the ledger. The unswept side of the road serves honest traffic well enough.	收费员看过你的手，认定你不是运货者，又转回账册。普通行人仍须走未清扫的一侧。	收费员看过你的手，认定你不是运货者，又转回账册。未扫的那一侧，供老实人通行也足够了。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.188	You give the terms the silence they were measured for and walk on between the standing pieces. Under the water something turns a page, unhurried, and the hum of the field resumes at the old pitch.	你以沉默回应，继续走在竖立的碎片之间。水下有东西从容地翻了一页，原野的嗡声又恢复原来的音高。	你回以这番条件恰好配得上的沉默，继续走在竖立的碎片之间。水下有东西从容地翻了一页，原野的嗡声又恢复原来的音高。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.195	Beneath the terms you hear it: the voice times its words between the far, faint strokes of the Guild bell upon the rim, and hurries the syllable that would fall upon the hour. Whatever waits under the water fears nothing you carry down to it. It fears a town that counts its own.	你从条件底下听出了端倪：它总在井口公会钟声的微弱间隔中说话，逢整点便急着抢过最后一个音节。水下之物不怕你带下来的任何东西，却怕那座会清点自家人数的镇子。	你从条件底下听出了端倪：它总在井口公会钟声遥远微弱的间隔中说话，遇到会落在整点钟声上的音节，便匆匆带过。水下之物不怕你带下来的任何东西，却怕一座清点自家人的镇子。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.205	Sign beneath the entry, correctly	在登记下亲笔签名	照规矩在登记下方签名
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.217	You time the peal against your own pulse and the drip of the gate cistern: seven minutes to the second, every hour, rung from an empty belfry by a rope that hauls itself. The town runs on the belfry's time, and now so do you: the watch-rounds and the shutters keep to it, and you pass between them unremarked.	你以自己的脉搏和门口水池的滴水核对钟声。每小时都正好早七分钟，一秒不差；空钟楼里，绳索自行拉动。城镇依钟楼时间运转，守卫巡路、窗板开合都按此进行。你掌握时刻，便从间隙中悄然通过。	你以自己的脉搏和门口水池的滴水核对钟声。每小时都正好早七分钟，一秒不差；空钟楼里，绳索自行拉动。城镇依钟楼的时间运转，如今你也一样：巡夜与窗板都照它行事，你在其间穿行，无人察觉。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.225	The order stands in the feeding-book in the usual form: one specimen, expected, provision as for the large carnivores. It was entered the day you signed the Roll at Mereward, and it is initialled in the master's own hand: the halls have expected you since the ink of your enrolment dried.	喂食簿上依通常格式写着指令：标本一只，尚待到达，按大型食肉动物备食。登记日期正是你在梅尔沃德签署荣誉名册那天，缩写由主人亲笔签下。你的入会墨迹一干，这些厅室就在等你。	喂食簿上依通常格式写着指令：标本一只，尚待到达，按大型食肉动物备食。登记日期正是你在梅尔沃德签署名册那天，旁有主人亲笔简签：你的入会墨迹一干，这些厅室就在等你。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.230	You close the folio upon its ribbon and set a desk-weight upon the cover. What the scriptorium writes it may write; a page unread binds nobody, and the survey will want the lectern's number in any case.	你依书签带合上册子，将镇纸压在封面。不论抄写室写了什么，未读的纸页拘不住人；你先记下书台编号，勘测队总会需要。	你依书签带合上册子，将镇纸压在封面。抄写室要写什么，由它写去；未读之页约束不了任何人。无论如何，勘测队总要知道这座书台的编号。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.247	You break the pouring-channel at the joint, as a surveyor spikes an unsafe winch, and chalk the Guild's condemnation mark upon the mould. What the foundry meant to pour into your shape will keep to the crucible, and the works are one order harder to give.	你在接缝处打断浇道，像勘测员废止危险绞车一样，在模具上画了公会停用标志。原本要铸成你模样的材料，只得留在坩埚里，这道生产指令也无法照常执行。	你在接缝处打断浇道，像勘测员废止危险绞车一样，在模具上画了公会停用标志。原本要铸成你模样的材料，只得留在坩埚里；工坊再要下这道令，便难了一层。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.273	You take the servants' door behind the dais rather than wait upon a sitting that will not come, and start down the stair after the jar. The court has been a door all along, and no adventurer before you has passed behind the dais.	你穿过高台后的仆役门，沿楼梯追着陶罐下去。此前无人越过的高台之后，原来才是宫廷真正守着的通道。	你不去等一场不会再开的庭，径直穿过高台后的仆役门，追着陶罐沿楼梯下行。这座宫廷原来一直是一道门，而在你之前，没有哪个冒险者走到过高台背后。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.279	The stacks of the Roll Below run back into the dark past the lantern's reach, and every volume keeps the same double column: a warden's name entered at the head of a season in a firm hand, and struck through at the foot of it in a fainter one. The earliest volumes are written in the elder script of the Undergate arch, and the lead of their bindings is untarnished. You have seen this manifest before, in pieces, all the way down.	地下名册库的书架伸入灯光够不到的黑暗，每卷都有相同的双栏：季度起首以有力笔迹写下一位守封者的姓名，季度末尾再用较淡的笔迹划去。最早的卷册用深层之门拱上那种古文字写成，铅制装订尚未失去光泽。一路下行，你已零散见过这份名录。	地下名册库的书架伸入灯光够不到的黑暗，每卷都有相同的双栏：季度起首以有力笔迹写下一位守封者的姓名，季度末尾再用较淡的笔迹划去。最早的卷册用深门拱上那种古文字写成，铅制装订尚未失去光泽。一路下行，你已零散见过这份名录。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.300	You read the deep by its draught and its water: the seal leaks upward here, and what it lets loose climbs cell by cell and floor by floor toward the surface and the Guild's own noticeboard rather than falling to the Bottom. Everything that ever came up the Maw came up this way, through a wound the wardens have been driving shut since before Mereward. You go down toward the driving.	你依气流与水势辨认深处：封印在这里向上泄漏。放出的东西一间牢、一层楼地爬向地表，爬向公会自己的布告栏。历来从巨口出来的一切，都走过这条裂口，守封者从梅尔沃德出现之前就一直把它强压回去。你朝压封机械的方向继续下行。	你依气流与水势辨认深处：封印在这里向上泄漏。放出的东西并不坠向巨口之底，而是一间牢、一层楼地爬向地表，爬向公会自己的布告栏。历来从巨口出来的一切，都走过这条裂口，守封者从梅尔沃德出现之前就一直把它强压回去。你朝压封机械的方向继续下行。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.308	You time the drum against the sound that answers it from below, and the count comes clear: the works drive water against a wound to hold it shut, and the thing beyond the wound answers the beam a beat late, patient as a debtor turning in its sleep. The counting in sevens that has run through every floor of the Maw is the wardens keeping the wound shut, and the drum has told you the truth since the warren. You go down toward the wound.	你将鼓声与下方回应对时，数目终于清楚：机械把水压向伤口，将它强行闭合，伤口彼面的东西迟一拍回应横梁，耐心得像睡梦翻身的债徒。贯穿巨口每层的七次计数，是守封者在强压伤口；自巢穴起，鼓声便一直报着这个实情。你朝伤口继续下行。	你将鼓声与下方回应对时，计数由此明了：机械把水压向一道伤口，迫其闭合；伤口彼面的东西总迟一拍回应横梁，耐心得像睡梦中翻身的债徒。贯穿巨口每一层的七次计数，便是守封者在守住伤口不令其开；自巢穴起，鼓声便一直报着这个实情。你朝伤口继续下行。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.316	You read the vault before he rises: the fire laid and never lit, the new Roll blank and charged, the seventh seal whole upon the wall, and the warmth that rises through the floor from the wound below. He has kept the jar unfed because he could not bring himself to feed the first name to the flame, and he has kept the count alone rather than break it, and he is the last honest warden upon the Roll. You go to the desk knowing the shape of the tragedy before it speaks its first line.	他起身前，你看清密室：柴火备好却从未点燃，新名册空白而待写，墙上第七道封印完整，地板下伤口的暖意不断升起。他无法让自己把第一个姓名送进火焰，因此始终未喂养陶罐；他宁可独自计数，也未将计数中断，是名册上最后一位恪守职分的守封者。走到桌前时，你已明白他独守至今的缘由。	他起身前，你看清密室：柴火备好却从未点燃，新名册空白而待写，墙上第七道封印完整，地板下伤口的暖意不断升起。他无法让自己把第一个姓名送进火焰，因此始终未喂养陶罐；他宁可独自计数，也不肯将计数中断，是名册上最后一位诚实的守封者。你走到桌前，这出悲剧尚未念出第一句台词，你已看清它的全貌。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.319	A sealed letter lies upon the sill of the last door, in the Lich's own hand, the wax stamped with the seal of the Last Vault. It carries no clock, and will wait in your satchel until you choose. It reads: "To the adventurer upon my stair, this last of many letters. You have ended me, as I ended the warden before me, and there is now no keeper upon the Roll but you. Know what you carry. The jar is the lock upon the last door, and the door stands open at your back. Set the lock anew and take up the count, and the deep will hold another age. Or go down, and settle the debt beneath by your own hand, and let the count end with you. The choice was never offered to me. I commend it to you, with the seal of the Last Vault, which is yours now, as is everything below it."	最后一道门的门槛上放着一封封好的信，是巫妖亲笔，蜡上盖着最后密室的印。信没有时限，会留在信袋里等你选择。信中写道：「致我楼梯上的冒险者，这是许多信中的最后一封。你已杀死我，如同我当年杀死前任守封者。如今名册上除了你，已无看守。请认清手中之物。陶罐是最后一道门的锁，门正敞在你身后。重设锁，接下计数，深处还能维持漫长岁月。或者继续下去，亲手结清下方的债，让计数到你为止。我从未得到过这种选择。现在我将它连同最后密室的封印托付给你，密室与你脚下的一切，如今都属于你。」	最后一道门的门槛上放着一封封好的信，是巫妖亲笔，蜡上盖着最后密室的印。信没有时限，会留在信囊里等你选择。信中写道：「致我楼梯上的冒险者，这是许多信中的最后一封。你已终结了我，如同我当年终结前任守封者。如今名册上除了你，已无看守。请认清手中之物。陶罐是最后一道门的锁，门正敞在你身后。重设此锁，接下计数，深处便可再镇住一个时代。或者继续下去，亲手结清下方的债，让计数到你为止。这个选择从未有人给过我。现在我将它托付给你，连同最后密室的封印——封印如今归你，其下的一切亦然。」
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.322	You choose the count. When the debt is met at the Bottom you will drive it down and set the lock anew, the jar for a keystone, and take up the keeping the last warden could not lay down. The choice is entered upon the Roll.	你选择计数。在世界之底迎上那笔债时，你将把它压回去，以陶罐作锁芯重设封锁，接下末代守封者始终无法放下的守护。选择已记入荣誉名册。	你选择计数。在巨口之底迎上那笔债时，你将把它压回去，以陶罐作锁芯重设封锁，接下末代守封者始终无法放下的守护。选择已记入荣誉名册。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.325	You choose the settlement. When the debt is met at the Bottom you will break it by your own hand and let the count end with you, and no warden will come after upon the Roll. The choice is entered upon the Roll.	你选择清偿。在世界之底迎上那笔债时，你将亲手将其打破，让计数到你为止，荣誉名册此后再无继任守封者。选择已记入荣誉名册。	你选择清偿。在巨口之底迎上那笔债时，你将亲手将其打破，让计数到你为止，荣誉名册此后再无继任守封者。选择已记入荣誉名册。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.327	The drowned foundation is the oldest stratum of the Maw, and it was worked from the far side: every chisel-stroke in the stone rises toward the surface, cut by a hand standing below and reaching up. Here the two diggings meet, the wardens' stair coming down and the foundation rising, and the milestone's chiselled-off city-name and the assay office's tool-marks come home at last, for the same tools cut both.	沉水地基是巨口最古老的地层，从另一面开凿而成。每一道凿痕都朝向地表，是有人站在下方抬手凿的。守封者的楼梯向下，地基向上，两路开凿在此相遇。里程石上凿掉的城市名、鉴价所记录的工具痕终于连成一事，因为两处都用了同样的工具。	沉水地基是巨口最古老的地层，从另一面开凿而成。每一道凿痕都朝向地表，是有人站在下方抬手凿的。守封者的楼梯向下，地基向上，两路开凿在此相遇。里程石上凿掉的城市名、验金所记录的工具痕终于连成一事，因为两处都用了同样的工具。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.335	The unwritten floor is on no map the survey keeps, and it keeps no record of you: your chalk leaves no line and your boot no print. Whatever passed the last door was entered outward bound in the Roll above, in the firm hand of its season, and the return column against every such entry stands open to this day, for nothing that went down this far was ever entered as returned.	无记之层不在勘测队任何地图上，也留不下你的记录：粉笔画不出线，靴子踩不出印。凡越过最后一道门的，都由当季坚定的笔迹记为出行；对应的归来栏至今空着，从未有谁下到这里后被登记为归来。	无记之层不在勘测队任何地图上，也留不下你的记录：粉笔画不出线，靴子踩不出印。凡越过最后一道门的，都已在上方名册中由当季坚定的笔迹记为出行；每条记录对应的归来栏至今空着，因为下到这般深处的，从未有一个被登记为归来。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.343	The great chain of the chained dark lies slack for a mile before the first parted link, drawn open from the inside rather than broken. Every bond is signed at its anchor by the warden who set it, seven signatures in seven hands, the eldest cut deepest in the elder script of the Undergate arch, and the six below it running down to a hand you have come to know from the Roll and the vault.	锁链暗域的巨链松垂一英里，才到第一个分开的链环。它是从里面拉开的，并未折断。每处束链的锚点都有当年设置者的签名，七种笔迹，七个姓名；最古老的刻得最深，用深层之门拱上的古文字，其后六种依次延续，直到一种你在名册与密室中已经熟悉的字。	锁链暗域的巨链松垂一英里，才到第一个分开的链环。它是从里面拉开的，并未折断。每处束链的锚点都有当年设置者的签名，七种笔迹，七个姓名；最古老的刻得最深，用深门拱上的古文字，其后六种依次延续，直到一种你在名册与密室中已经熟悉的字。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.351	Every omen of the descent comes home upon the waking ground: the flood that ebbed and returned in the drowned undertemple as though the temple breathed, the tread you felt through the floor of the manor halls, and the counting. Tally-marks are cut into the bedrock in a hand too large to read up close, grouped in sevens, and a single mark stands bright and fresh at the end of the newest seven, cut into the old stone since the Last Vault fell silent above you, its edges not yet worn.	一路的预兆在苏醒之地汇合：沉水地庙随呼吸般涨落的水，重影厅室地板下感觉到的脚步，以及计数。基岩上刻着巨大笔迹的计数痕，近处难以读全，每七道一组。最新一组末尾有一道鲜亮的刻痕，是上方最后密室归于沉寂后才凿进旧石的，边缘尚未磨损。	一路的预兆在苏醒之地汇合：沉水地庙随呼吸般涨落的水，庄园厅室地板下感觉到的脚步，以及计数。基岩上刻着巨大笔迹的计数痕，近处难以读全，每七道一组。最新一组末尾有一道鲜亮的刻痕，是上方最后密室归于沉寂后才凿进旧石的，边缘尚未磨损。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.359	You took the glow for the gold of a hoard once before, in the Wyrm's Vault where Malgrith slept, and here at the Bottom it is the thing itself: the first hoard runs down without a floor to it, coin struck by kings the Roll gives no seasons to, and the coin is warm, warm as a hand, and the glow that comes up through it is the light of the thing breathing beneath.	马尔格里斯睡在巨龙宝窟时，你曾把这光当成宝藏本身的金色。到了世界之底，才看见真正的源头：最初的宝藏向下延伸，看不到底，钱币由名册从未记过年代的国王铸造，温得像人的手。穿过钱币升起的光，来自下方呼吸之物。	你曾在马尔格里斯沉睡的巨龙宝窟，把这种光错当作宝藏的金色；到了巨口之底，它确是宝藏本身。最初的宝藏向下铺去，不见其底，钱币由名册未载年代的国王所铸，温得像人的手。穿过钱币升起的光，来自下方呼吸之物。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.361	You go down the warm coin toward the glow, the whole descent narrowing to this last fall, and whatever you chose upon the sill of the last door you will settle it here, at the bottom of the world, with the debt the deep was dug to bury. The way down is barred by one thing more, and it has been waiting an age to be met.	你沿温热钱币朝光下去，整场下行收束到这最后一段。无论最后门槛上选了什么，都将在世界之底，与这片深处本为埋葬的债一起决断。下行路还剩一个东西挡着，它已等了漫长岁月。	你沿温热钱币朝光下去，整场下行收束到这最后一段。无论在最后一道门槛上选了什么，都将在这世界的最底处了结，连同当初挖出这片深渊所要埋葬的那笔债。下行路还剩一个东西挡着，它已等了漫长岁月。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.367	You came down the crag road out of a bank of standing mist that has lain across the moor in the same place longer than the Guild has kept records of it, and the mist has closed behind you. It stands at the head of the road now as it stood at the foot, grey and still and giving nothing back, and the way out of this valley is the way you came, and the way you came is no longer there. Below you the roofs of Hollowmere show their shutters barred upon the street side, every one of them, and above you the crag holds a house with one window lit.	你从凝立的雾里沿崖路下来，那片雾横在荒原同一位置的年月，比公会关于它的记录还久。如今雾已在身后合拢，在路首与先前路脚一样灰而静。出谷本该循来路，来路却已不在。脚下霍洛米尔每一户都从街面闩住窗板，头顶崖上的宅邸只有一扇窗亮着。	你从凝立的雾里沿崖路下来，那片雾横在荒原同一位置的年月，比公会关于它的记录还久。如今雾已在身后合拢，立在路的上端，一如先前立在路的下端，灰而静，什么也不回应。出谷本该循来路，来路却已不在。脚下霍洛米尔每一户都从街面闩住窗板，头顶崖上的宅邸只有一扇窗亮着。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.391	The reliquary of Saint Ordel comes up out of the black water of Ysmere on the end of a drag-line, silver-gilt and sound, with the seal upon it whole and the fen's mud packed into the tracery. It was thrown into this lake the season the abbey fell, and it has lain there ever since in water that keeps everything and gives back nothing. The chapel of the castle has stood shuttered from within and wedged with a beam for three hundred years, and this is the thing that chapel was built around, and it is in your hands.	拖索末端从伊斯米尔黑水中带出圣奥德尔的圣物匣。鎏金银匣完好，封印完整，沼泥塞满镂花。当年修道院倒塌的季度，它被抛进这湖，此后一直沉在留住万物的水中。城堡礼拜堂从内部闭窗、用横梁楔死，已三百年；那座礼拜堂原本围绕供奉之物而建，如今这件东西就在你手里。	拖索末端从伊斯米尔黑水中带出圣奥德尔的圣物匣。鎏金银匣完好，封印完整，沼泥塞满镂花。修道院覆灭那一季，它被抛进这湖，此后一直沉在留住万物、不还一物的水中。城堡礼拜堂从内部闭窗、用横梁楔死，已三百年；那座礼拜堂正是围绕此物而建，如今它就在你手里。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.401	You take the feeding-book off its nail and put it in your pack. The crag is an establishment before it is a curse, and an establishment answers to whoever holds the seat, and that is a fact worth carrying into the hall.	你从钉上取下喂食簿，装进行囊。这座崖上宅邸有一套管事的规制，而规制服从掌握主位的人；进大厅时，你可以据此行事。	你从钉上取下喂食簿，装进行囊。这座山崖首先是一套家宅规制，其次才是一道诅咒；规制只听命于坐在主位的人，这一点值得带进大厅。
narrative.away.progress.descent.and.dispatches.STORY_EVENTS.404	You work the round of the runs out of the book and walk it once yourself, gate by gate and trough by trough, and the house lets you. The gates open under your hand, the trough fills at the hour you stand beside it, and nothing in the establishment troubles itself over which hand it is. That is the most useful thing this valley has told you.	你依账簿理清巡路，亲自逐门逐槽走了一遍，宅邸任你行事。门在你手下打开，你站到槽旁，到了时刻便自动添食。这套规制只认职务，不问是哪只手在履行。	你依账簿理清巡路，亲自逐门逐槽走了一遍，宅邸任你行事。门在你手下打开，你站到槽旁，到了时刻便自动添食；这套规制毫不在意履职的是谁的手。这是谷地至今告诉你的最有用的一件事。
